SOURCE,PRICE,CENSUS_TRACT,PRICE.1,BATHRM,ROOMS,KITCHENS,FIREPLACES,YEAR
Residential,429000.0,7100.0,429000.0,1,6,1.0,0,2018
Residential,516000.0,6801.0,516000.0,2,6,1.0,1,2018
Residential,415000.0,6801.0,415000.0,2,6,1.0,0,2018
Residential,652500.0,6801.0,652500.0,2,6,1.0,0,2018
Residential,467000.0,6801.0,467000.0,1,6,1.0,0,2018
Residential,661015.0,6801.0,661015.0,1,6,1.0,0,2018
Residential,348000.0,6801.0,348000.0,1,7,1.0,0,2018
Residential,785000.0,6801.0,785000.0,3,8,1.0,0,2018
Residential,877000.0,6801.0,877000.0,3,6,1.0,0,2018
Residential,675000.0,6801.0,675000.0,1,6,1.0,0,2018
Residential,102000.0,6801.0,102000.0,2,6,1.0,0,2018
Residential,440000.0,6801.0,440000.0,1,8,1.0,0,2018
Residential,395000.0,6801.0,395000.0,1,6,1.0,0,2018
Residential,67500.0,6801.0,67500.0,1,6,1.0,0,2018
Residential,515000.0,6801.0,515000.0,1,6,1.0,0,2018
Residential,330000.0,6801.0,330000.0,2,6,1.0,0,2018
Residential,763000.0,6801.0,763000.0,2,6,1.0,0,2018
Residential,658000.0,6801.0,658000.0,2,6,1.0,0,2018
Residential,182000.0,6801.0,182000.0,2,7,1.0,0,2018
Residential,480000.0,6801.0,480000.0,2,5,1.0,1,2018
Residential,700000.0,6801.0,700000.0,3,6,1.0,0,2018
Residential,110000.0,6802.0,110000.0,1,7,1.0,0,2018
Residential,380000.0,6802.0,380000.0,3,7,2.0,0,2018
Residential,95000.0,6802.0,95000.0,2,6,1.0,0,2018
Residential,549955.0,6700.0,549955.0,3,6,1.0,0,2018
Residential,133500.0,6700.0,133500.0,2,6,1.0,0,2018
Residential,800000.0,6700.0,800000.0,2,8,2.0,0,2018
Residential,15000.0,6700.0,15000.0,1,7,1.0,3,2018
Residential,979000.0,6700.0,979000.0,3,6,2.0,0,2018
Residential,537672.0,6700.0,537672.0,1,6,1.0,1,2018
Residential,529500.0,7100.0,529500.0,1,5,1.0,0,2018
Residential,286900.0,7100.0,286900.0,1,5,1.0,0,2018
Residential,509000.0,7100.0,509000.0,1,5,1.0,0,2018
Residential,360000.0,7100.0,360000.0,2,6,2.0,0,2018
Residential,590000.0,7100.0,590000.0,2,8,1.0,0,2018
Residential,505000.0,8002.0,505000.0,2,6,1.0,0,2018
Residential,499000.0,8002.0,499000.0,3,8,1.0,1,2018
Residential,485000.0,8002.0,485000.0,1,7,1.0,0,2018
Residential,95000.0,8002.0,95000.0,2,8,1.0,0,2018
Residential,490500.0,8002.0,490500.0,2,7,1.0,0,2018
Residential,650000.0,8002.0,650000.0,2,7,1.0,0,2018
Residential,220000.0,8002.0,220000.0,2,6,1.0,0,2018
Residential,420400.0,8002.0,420400.0,2,7,1.0,0,2018
Residential,735000.0,8002.0,735000.0,3,8,2.0,2,2018
Residential,110000.0,8002.0,110000.0,1,6,1.0,1,2018
Residential,647000.0,8002.0,647000.0,1,4,1.0,0,2018
Residential,265000.0,6700.0,265000.0,3,8,1.0,1,2018
Residential,206000.0,6700.0,206000.0,3,8,1.0,0,2018
Residential,965000.0,6700.0,965000.0,3,10,2.0,0,2018
Residential,1075000.0,7100.0,1075000.0,3,10,2.0,0,2018
Residential,749900.0,7100.0,749900.0,4,8,1.0,0,2018
Residential,629500.0,7100.0,629500.0,2,6,1.0,0,2018
Residential,660000.0,7100.0,660000.0,1,5,1.0,0,2018
Residential,670000.0,7100.0,670000.0,2,7,2.0,0,2018
Residential,480000.0,7100.0,480000.0,2,8,2.0,0,2018
Residential,175000.0,7100.0,175000.0,3,8,3.0,2,2018
Residential,290000.0,7100.0,290000.0,1,5,1.0,0,2018
Residential,371000.0,7100.0,371000.0,1,6,1.0,0,2018
Residential,65000.0,7100.0,65000.0,1,6,1.0,0,2018
Residential,118000.0,7100.0,118000.0,2,8,2.0,0,2018
Residential,965000.0,7100.0,965000.0,3,6,1.0,0,2018
Residential,461000.0,7100.0,461000.0,2,6,1.0,0,2018
Residential,165000.0,7100.0,165000.0,1,6,1.0,0,2018
Residential,120000.0,7100.0,120000.0,1,6,1.0,1,2018
Residential,85000.0,7100.0,85000.0,1,6,1.0,0,2018
Residential,60000.0,7100.0,60000.0,4,12,4.0,0,2018
Residential,78000.0,7100.0,78000.0,1,6,1.0,0,2018
Residential,780000.0,6802.0,780000.0,2,6,1.0,0,2018
Residential,900000.0,6802.0,900000.0,3,6,1.0,0,2018
Residential,675000.0,6802.0,675000.0,2,6,1.0,1,2018
Residential,968000.0,6802.0,968000.0,3,6,1.0,0,2018
Residential,98000.0,6802.0,98000.0,1,5,1.0,0,2018
Residential,377500.0,6802.0,377500.0,2,5,1.0,0,2018
Residential,670000.0,6802.0,670000.0,2,5,1.0,0,2018
Residential,571000.0,6802.0,571000.0,1,5,1.0,0,2018
Residential,520000.0,6802.0,520000.0,2,8,1.0,0,2018
Residential,737000.0,6802.0,737000.0,2,6,1.0,0,2018
Residential,735000.0,6802.0,735000.0,2,6,1.0,0,2018
Residential,517500.0,6802.0,517500.0,1,6,1.0,0,2018
Residential,460000.0,6802.0,460000.0,1,6,1.0,0,2018
Residential,678000.0,6802.0,678000.0,2,6,1.0,1,2018
Residential,585000.0,6802.0,585000.0,1,6,1.0,1,2018
Residential,75000.0,6802.0,75000.0,1,5,1.0,0,2018
Residential,631000.0,6802.0,631000.0,1,5,1.0,0,2018
Residential,575000.0,6802.0,575000.0,1,6,1.0,1,2018
Residential,399000.0,6802.0,399000.0,2,6,1.0,0,2018
Residential,628000.0,6802.0,628000.0,2,6,1.0,0,2018
Residential,635000.0,6802.0,635000.0,2,6,1.0,0,2018
Residential,469000.0,6802.0,469000.0,1,6,1.0,0,2018
Residential,139000.0,6802.0,139000.0,1,6,1.0,0,2018
Residential,575000.0,6802.0,575000.0,1,6,1.0,0,2018
Residential,67000.0,6802.0,67000.0,1,6,1.0,1,2018
Residential,469000.0,6802.0,469000.0,1,6,1.0,0,2018
Residential,460000.0,6802.0,460000.0,1,6,1.0,1,2018
Residential,85000.0,6802.0,85000.0,1,6,1.0,0,2018
Residential,527000.0,6802.0,527000.0,1,6,1.0,0,2018
Residential,601869.0,6802.0,601869.0,1,4,1.0,1,2018
Residential,118000.0,6802.0,118000.0,1,5,1.0,1,2018
Residential,399900.0,6802.0,399900.0,2,5,1.0,1,2018
Residential,305000.0,6802.0,305000.0,1,5,1.0,1,2018
Residential,610000.0,6802.0,610000.0,1,6,1.0,0,2018
Residential,248500.0,6802.0,248500.0,1,6,1.0,0,2018
Residential,770000.0,6802.0,770000.0,1,6,1.0,0,2018
Residential,830000.0,6802.0,830000.0,2,7,1.0,0,2018
Residential,640000.0,6900.0,640000.0,1,5,1.0,2,2018
Residential,287000.0,6900.0,287000.0,1,6,1.0,1,2018
Residential,739000.0,6900.0,739000.0,1,6,1.0,1,2018
Residential,897000.0,6900.0,897000.0,2,6,1.0,1,2018
Residential,949000.0,6900.0,949000.0,3,6,1.0,1,2018
Residential,211000.0,6900.0,211000.0,1,6,1.0,1,2018
Residential,415000.0,8002.0,415000.0,2,7,1.0,2,2018
Residential,600000.0,8002.0,600000.0,3,6,2.0,0,2018
Residential,485000.0,8002.0,485000.0,2,6,1.0,0,2018
Residential,129500.0,8002.0,129500.0,2,11,1.0,0,2018
Residential,86000.0,8002.0,86000.0,3,11,2.0,0,2018
Residential,181000.0,6801.0,181000.0,3,9,2.0,2,2018
Residential,679500.0,6801.0,679500.0,4,10,2.0,2,2018
Residential,610000.0,6801.0,610000.0,3,10,2.0,2,2018
Residential,670000.0,6801.0,670000.0,3,7,2.0,2,2018
Residential,536000.0,6801.0,536000.0,3,5,1.0,0,2018
Residential,528000.0,6801.0,528000.0,2,5,1.0,0,2018
Residential,580000.0,6801.0,580000.0,1,5,1.0,0,2018
Residential,394000.0,6801.0,394000.0,2,5,1.0,0,2018
Residential,376000.0,6801.0,376000.0,4,8,4.0,0,2018
Residential,675000.0,6801.0,675000.0,3,9,1.0,0,2018
Residential,340000.0,6801.0,340000.0,3,7,1.0,0,2018
Residential,250000.0,6801.0,250000.0,3,8,2.0,0,2018
Residential,570000.0,6801.0,570000.0,1,4,1.0,0,2018
Residential,487000.0,6801.0,487000.0,1,6,1.0,0,2018
Residential,660000.0,6801.0,660000.0,1,6,1.0,0,2018
Residential,905000.0,202.0,905000.0,1,6,1.0,1,2018
Residential,985000.0,202.0,985000.0,1,6,1.0,1,2018
Residential,375000.0,202.0,375000.0,1,6,1.0,1,2018
Residential,1950000.0,202.0,1950000.0,3,7,1.0,1,2018
Residential,1025000.0,202.0,1025000.0,2,7,1.0,2,2018
Residential,1592500.0,202.0,1592500.0,3,7,1.0,1,2018
Residential,680000.0,6802.0,680000.0,1,7,1.0,0,2018
Residential,800000.0,6802.0,800000.0,3,6,1.0,0,2018
Residential,399999.0,6802.0,399999.0,1,8,1.0,0,2018
Residential,640000.0,6802.0,640000.0,3,6,1.0,0,2018
Residential,332500.0,6802.0,332500.0,1,6,1.0,0,2018
Residential,218000.0,6802.0,218000.0,2,5,1.0,0,2018
Residential,45000.0,6802.0,45000.0,1,7,1.0,0,2018
Residential,475000.0,6801.0,475000.0,2,6,1.0,0,2018
Residential,254000.0,6801.0,254000.0,2,6,1.0,0,2018
Residential,390000.0,6801.0,390000.0,3,10,1.0,0,2018
Residential,865000.0,6801.0,865000.0,3,8,2.0,0,2018
Residential,1700000.0,100.0,1700000.0,7,17,1.0,9,2018
Residential,228946.0,100.0,228946.0,1,5,1.0,1,2018
Residential,535000.0,100.0,535000.0,1,4,1.0,0,2018
Residential,405000.0,100.0,405000.0,1,4,1.0,1,2018
Residential,899000.0,100.0,899000.0,2,6,1.0,2,2018
Residential,436000.0,100.0,436000.0,2,9,1.0,3,2018
Residential,1030000.0,100.0,1030000.0,2,5,1.0,1,2018
Residential,1515000.0,100.0,1515000.0,3,7,1.0,2,2018
Residential,1570000.0,100.0,1570000.0,2,6,1.0,1,2018
Residential,1295000.0,100.0,1295000.0,1,5,1.0,1,2018
Residential,565000.0,100.0,565000.0,2,5,1.0,1,2018
Residential,750000.0,100.0,750000.0,2,7,1.0,1,2018
Residential,1300000.0,100.0,1300000.0,2,6,1.0,2,2018
Residential,850000.0,100.0,850000.0,2,6,1.0,3,2018
Residential,1280000.0,100.0,1280000.0,1,6,1.0,2,2018
Residential,1000000.0,100.0,1000000.0,1,6,1.0,1,2018
Residential,970000.0,100.0,970000.0,2,6,1.0,4,2018
Residential,5000000.0,100.0,5000000.0,4,10,1.0,2,2018
Residential,570000.0,100.0,570000.0,2,8,1.0,1,2018
Residential,1110000.0,100.0,1110000.0,1,7,1.0,1,2018
Residential,1575000.0,100.0,1575000.0,2,7,1.0,2,2018
Residential,1595000.0,100.0,1595000.0,3,7,1.0,2,2018
Residential,420000.0,100.0,420000.0,3,7,1.0,1,2018
Residential,1395000.0,100.0,1395000.0,3,7,1.0,1,2018
Residential,1500000.0,100.0,1500000.0,2,7,1.0,1,2018
Residential,1555000.0,100.0,1555000.0,3,8,2.0,1,2018
Residential,1600000.0,100.0,1600000.0,2,7,1.0,1,2018
Residential,4000000.0,100.0,4000000.0,4,8,2.0,6,2018
Residential,1950000.0,100.0,1950000.0,3,10,2.0,2,2018
Residential,1795000.0,100.0,1795000.0,3,11,1.0,3,2018
Residential,920000.0,100.0,920000.0,4,11,2.0,1,2018
Residential,837000.0,202.0,837000.0,1,4,1.0,2,2018
Residential,825000.0,202.0,825000.0,1,4,1.0,2,2018
Residential,775000.0,100.0,775000.0,1,5,1.0,0,2018
Residential,775000.0,100.0,775000.0,1,6,1.0,1,2018
Residential,295000.0,100.0,295000.0,1,5,1.0,1,2018
Residential,775000.0,100.0,775000.0,1,5,1.0,0,2018
Residential,180000.0,100.0,180000.0,1,5,1.0,1,2018
Residential,775000.0,100.0,775000.0,2,5,1.0,1,2018
Residential,697000.0,100.0,697000.0,1,4,1.0,0,2018
Residential,1029000.0,100.0,1029000.0,0,5,1.0,2,2018
Residential,150000.0,100.0,150000.0,1,4,1.0,1,2018
Residential,670000.0,100.0,670000.0,1,5,1.0,1,2018
Residential,865000.0,100.0,865000.0,2,5,1.0,1,2018
Residential,600000.0,100.0,600000.0,2,5,1.0,1,2018
Residential,384000.0,100.0,384000.0,1,5,1.0,0,2018
Residential,293500.0,100.0,293500.0,1,5,1.0,1,2018
Residential,585000.0,6802.0,585000.0,2,4,1.0,0,2018
Residential,580000.0,6802.0,580000.0,2,5,1.0,0,2018
Residential,449900.0,6802.0,449900.0,1,7,1.0,0,2018
Residential,935000.0,6802.0,935000.0,4,12,4.0,0,2018
Residential,500000.0,6802.0,500000.0,1,4,1.0,0,2018
Residential,575000.0,6802.0,575000.0,1,4,1.0,1,2018
Residential,500000.0,6802.0,500000.0,2,6,4.0,0,2018
Residential,549000.0,6802.0,549000.0,1,7,1.0,1,2018
Residential,557000.0,6802.0,557000.0,1,6,1.0,1,2018
Residential,610000.0,6802.0,610000.0,1,7,1.0,1,2018
Residential,82500.0,6802.0,82500.0,1,5,1.0,0,2018
Residential,610000.0,6802.0,610000.0,3,6,1.0,0,2018
Residential,905000.0,6802.0,905000.0,3,5,2.0,0,2018
Residential,850000.0,6802.0,850000.0,3,8,1.0,0,2018
Residential,204000.0,6802.0,204000.0,1,8,1.0,0,2018
Residential,105900.0,6802.0,105900.0,1,8,1.0,0,2018
Residential,710000.0,6802.0,710000.0,3,6,1.0,0,2018
Residential,490000.0,6802.0,490000.0,2,8,1.0,0,2018
Residential,535000.0,6802.0,535000.0,3,8,2.0,0,2018
Residential,730000.0,6802.0,730000.0,2,7,1.0,0,2018
Residential,820000.0,6802.0,820000.0,3,10,1.0,0,2018
Residential,839900.0,6802.0,839900.0,3,8,1.0,1,2018
Residential,950000.0,6802.0,950000.0,3,7,1.0,0,2018
Residential,640000.0,6801.0,640000.0,3,8,1.0,0,2018
Residential,350000.0,6801.0,350000.0,2,6,1.0,0,2018
Residential,110000.0,6802.0,110000.0,2,10,1.0,0,2018
Residential,800000.0,6802.0,800000.0,3,6,1.0,3,2018
Residential,805000.0,6802.0,805000.0,2,8,1.0,0,2018
Residential,545000.0,6802.0,545000.0,2,6,1.0,0,2018
Residential,94000.0,6802.0,94000.0,1,8,1.0,0,2018
Residential,354000.0,6802.0,354000.0,1,5,1.0,0,2018
Residential,240000.0,6802.0,240000.0,3,7,1.0,0,2018
Residential,246000.0,202.0,246000.0,2,8,1.0,2,2018
Residential,246000.0,202.0,246000.0,2,8,2.0,2,2018
Residential,650000.0,202.0,650000.0,2,5,1.0,0,2018
Residential,2700000.0,100.0,2700000.0,3,10,2.0,3,2018
Residential,2600000.0,100.0,2600000.0,2,7,2.0,2,2018
Residential,795000.0,100.0,795000.0,3,7,1.0,1,2018
Residential,2520000.0,100.0,2520000.0,2,8,1.0,1,2018
Residential,4500000.0,100.0,4500000.0,6,11,1.0,6,2018
Residential,995000.0,100.0,995000.0,3,8,1.0,5,2018
Residential,3450000.0,100.0,3450000.0,3,14,1.0,6,2018
Residential,1910000.0,100.0,1910000.0,2,7,1.0,1,2018
Residential,1800000.0,100.0,1800000.0,2,9,1.0,4,2018
Residential,1335000.0,100.0,1335000.0,2,8,1.0,3,2018
Residential,1250000.0,100.0,1250000.0,2,8,1.0,2,2018
Residential,1750000.0,100.0,1750000.0,3,8,2.0,2,2018
Residential,1050000.0,100.0,1050000.0,1,6,1.0,2,2018
Residential,685000.0,100.0,685000.0,3,7,2.0,3,2018
Residential,1487670.0,100.0,1487670.0,3,9,1.0,3,2018
Residential,1480000.0,100.0,1480000.0,3,7,1.0,1,2018
Residential,845000.0,100.0,845000.0,2,6,1.0,1,2018
Residential,765000.0,100.0,765000.0,2,8,1.0,2,2018
Residential,2600000.0,100.0,2600000.0,6,12,1.0,2,2018
Residential,2675000.0,100.0,2675000.0,3,9,1.0,6,2018
Residential,812500.0,100.0,812500.0,2,7,1.0,1,2018
Residential,1500000.0,100.0,1500000.0,3,9,1.0,3,2018
Residential,1099000.0,202.0,1099000.0,2,6,1.0,2,2018
Residential,1222000.0,100.0,1222000.0,3,6,1.0,1,2018
Residential,680000.0,100.0,680000.0,3,7,1.0,1,2018
Residential,750000.0,100.0,750000.0,2,5,1.0,1,2018
Residential,1500000.0,100.0,1500000.0,2,5,1.0,2,2018
Residential,4925000.0,202.0,4925000.0,5,12,1.0,8,2018
Residential,2630000.0,202.0,2630000.0,3,8,1.0,5,2018
Residential,730000.0,202.0,730000.0,1,6,1.0,1,2018
Residential,1150000.0,202.0,1150000.0,2,7,1.0,1,2018
Residential,1530000.0,202.0,1530000.0,4,10,2.0,1,2018
Residential,1135000.0,202.0,1135000.0,3,8,2.0,2,2018
Residential,1875000.0,202.0,1875000.0,4,11,1.0,4,2018
Residential,1505000.0,202.0,1505000.0,2,7,2.0,1,2018
Residential,7550000.0,202.0,7550000.0,5,12,2.0,3,2018
Residential,1259000.0,202.0,1259000.0,2,4,1.0,1,2018
Residential,900000.0,100.0,900000.0,2,8,1.0,3,2018
Residential,1820000.0,100.0,1820000.0,3,8,1.0,2,2018
Residential,1900000.0,100.0,1900000.0,4,12,1.0,2,2018
Residential,1525000.0,100.0,1525000.0,4,7,1.0,2,2018
Residential,1820000.0,100.0,1820000.0,2,8,1.0,2,2018
Residential,1260000.0,100.0,1260000.0,3,6,2.0,2,2018
Residential,1650000.0,100.0,1650000.0,3,8,1.0,2,2018
Residential,535000.0,100.0,535000.0,2,8,1.0,2,2018
Residential,515000.0,6802.0,515000.0,2,9,1.0,0,2018
Residential,899000.0,6802.0,899000.0,3,8,1.0,0,2018
Residential,840000.0,6802.0,840000.0,1,6,1.0,0,2018
Residential,336780.0,6802.0,336780.0,2,8,1.0,0,2018
Residential,589000.0,6802.0,589000.0,1,6,1.0,0,2018
Residential,255000.0,6802.0,255000.0,2,6,1.0,0,2018
Residential,420000.0,6802.0,420000.0,2,6,1.0,0,2018
Residential,240000.0,6802.0,240000.0,1,6,1.0,0,2018
Residential,550000.0,6802.0,550000.0,3,11,1.0,0,2018
Residential,165000.0,6802.0,165000.0,1,6,1.0,0,2018
Residential,460000.0,6802.0,460000.0,2,5,1.0,0,2018
Residential,469000.0,6802.0,469000.0,2,9,1.0,0,2018
Residential,565000.0,8002.0,565000.0,1,6,1.0,1,2018
Residential,112500.0,8002.0,112500.0,1,6,1.0,1,2018
Residential,452000.0,8002.0,452000.0,1,7,1.0,1,2018
Residential,575000.0,8002.0,575000.0,2,11,1.0,0,2018
Residential,103000.0,8002.0,103000.0,1,6,1.0,0,2018
Residential,469000.0,8002.0,469000.0,1,6,1.0,0,2018
Residential,585000.0,8002.0,585000.0,1,6,1.0,1,2018
Residential,525500.0,8002.0,525500.0,1,6,1.0,0,2018
Residential,45098.0,8002.0,45098.0,1,6,1.0,0,2018
Residential,330000.0,8002.0,330000.0,1,6,1.0,0,2018
Residential,2525000.0,100.0,2525000.0,4,9,1.0,4,2018
Residential,2600000.0,100.0,2600000.0,3,10,1.0,1,2018
Residential,450500.0,202.0,450500.0,2,10,1.0,0,2018
Residential,2300000.0,202.0,2300000.0,5,9,2.0,4,2018
Residential,390000.0,202.0,390000.0,2,7,1.0,4,2018
Residential,1200000.0,202.0,1200000.0,3,8,1.0,2,2018
Residential,2000000.0,202.0,2000000.0,2,7,1.0,1,2018
Residential,995000.0,202.0,995000.0,1,5,1.0,2,2018
Residential,1650000.0,202.0,1650000.0,3,7,1.0,2,2018
Residential,500000.0,202.0,500000.0,1,4,1.0,1,2018
Residential,545000.0,202.0,545000.0,1,4,1.0,1,2018
Residential,490000.0,202.0,490000.0,1,4,1.0,1,2018
Residential,607000.0,202.0,607000.0,1,4,1.0,1,2018
Residential,625000.0,202.0,625000.0,1,4,1.0,1,2018
Residential,675000.0,202.0,675000.0,1,4,1.0,1,2018
Residential,645000.0,202.0,645000.0,1,5,1.0,1,2018
Residential,595000.0,202.0,595000.0,1,4,1.0,1,2018
Residential,650000.0,202.0,650000.0,1,4,1.0,1,2018
Residential,1100000.0,202.0,1100000.0,2,5,1.0,2,2018
Residential,1340000.0,202.0,1340000.0,2,7,1.0,3,2018
Residential,1340000.0,202.0,1340000.0,2,6,1.0,2,2018
Residential,1115000.0,202.0,1115000.0,2,7,1.0,1,2018
Residential,1375000.0,202.0,1375000.0,2,6,1.0,2,2018
Residential,499999.0,202.0,499999.0,2,5,1.0,0,2018
Residential,1720000.0,202.0,1720000.0,2,7,1.0,1,2018
Residential,575000.0,202.0,575000.0,3,9,1.0,0,2018
Residential,1725000.0,202.0,1725000.0,3,6,1.0,3,2018
Residential,1425000.0,202.0,1425000.0,2,5,1.0,2,2018
Residential,825000.0,202.0,825000.0,3,5,1.0,1,2018
Residential,357000.0,202.0,357000.0,1,6,1.0,2,2018
Residential,1050000.0,202.0,1050000.0,4,9,1.0,2,2018
Residential,975000.0,202.0,975000.0,1,3,1.0,0,2018
Residential,1300000.0,202.0,1300000.0,2,7,1.0,2,2018
Residential,973000.0,202.0,973000.0,3,7,1.0,2,2018
Residential,270000.0,202.0,270000.0,2,6,1.0,2,2018
Residential,1075000.0,202.0,1075000.0,2,7,1.0,2,2018
Residential,1015000.0,202.0,1015000.0,3,7,2.0,1,2018
Residential,545000.0,202.0,545000.0,2,6,1.0,2,2018
Residential,1240000.0,202.0,1240000.0,3,7,2.0,1,2018
Residential,625000.0,202.0,625000.0,5,9,1.0,2,2018
Residential,368000.0,202.0,368000.0,2,6,1.0,1,2018
Residential,425000.0,202.0,425000.0,2,6,1.0,2,2018
Residential,1180000.0,202.0,1180000.0,1,6,1.0,1,2018
Residential,1375000.0,202.0,1375000.0,1,6,1.0,2,2018
Residential,735500.0,202.0,735500.0,3,6,2.0,2,2018
Residential,215000.0,202.0,215000.0,2,6,1.0,1,2018
Residential,805000.0,202.0,805000.0,2,6,1.0,1,2018
Residential,800000.0,202.0,800000.0,2,6,2.0,1,2018
Residential,750000.0,202.0,750000.0,2,6,1.0,1,2018
Residential,827500.0,202.0,827500.0,2,6,1.0,1,2018
Residential,836000.0,202.0,836000.0,1,6,1.0,1,2018
Residential,1100000.0,100.0,1100000.0,2,7,1.0,1,2018
Residential,1895000.0,100.0,1895000.0,3,11,3.0,3,2018
Residential,123500.0,6802.0,123500.0,2,8,1.0,0,2018
Residential,405000.0,6802.0,405000.0,1,6,1.0,0,2018
Residential,747000.0,6802.0,747000.0,2,6,1.0,0,2018
Residential,254400.0,6802.0,254400.0,1,6,1.0,0,2018
Residential,665000.0,6802.0,665000.0,1,6,1.0,1,2018
Residential,617000.0,6802.0,617000.0,1,5,1.0,1,2018
Residential,565000.0,6802.0,565000.0,2,6,1.0,1,2018
Residential,453000.0,6802.0,453000.0,2,7,1.0,1,2018
Residential,550000.0,6802.0,550000.0,1,6,1.0,1,2018
Residential,1070000.0,6802.0,1070000.0,3,10,1.0,1,2018
Residential,639900.0,6802.0,639900.0,1,6,1.0,1,2018
Residential,525000.0,6802.0,525000.0,1,8,1.0,0,2018
Residential,820000.0,6802.0,820000.0,2,5,1.0,1,2018
Residential,289295.0,6802.0,289295.0,1,6,1.0,1,2018
Residential,239500.0,6802.0,239500.0,1,6,1.0,0,2018
Residential,470000.0,6802.0,470000.0,1,6,1.0,0,2018
Residential,851000.0,6900.0,851000.0,2,6,1.0,0,2018
Residential,587458.0,6900.0,587458.0,2,6,1.0,2,2018
Residential,811000.0,6900.0,811000.0,1,5,1.0,1,2018
Residential,425000.0,6900.0,425000.0,1,5,1.0,1,2018
Residential,599000.0,6900.0,599000.0,2,5,1.0,1,2018
Residential,140000.0,6900.0,140000.0,1,8,1.0,1,2018
Residential,593000.0,6900.0,593000.0,1,6,1.0,0,2018
Residential,589000.0,6900.0,589000.0,1,7,1.0,2,2018
Residential,571000.0,6900.0,571000.0,2,8,1.0,1,2018
Residential,625000.0,6900.0,625000.0,1,4,1.0,1,2018
Residential,665000.0,6900.0,665000.0,2,7,1.0,1,2018
Residential,394500.0,8002.0,394500.0,1,6,1.0,0,2018
Residential,439000.0,8002.0,439000.0,1,6,1.0,0,2018
Residential,620000.0,8002.0,620000.0,1,6,1.0,1,2018
Residential,397000.0,8002.0,397000.0,1,6,1.0,1,2018
Residential,230000.0,8002.0,230000.0,1,6,1.0,0,2018
Residential,455000.0,8002.0,455000.0,2,5,1.0,1,2018
Residential,44328.0,8002.0,44328.0,1,5,1.0,0,2018
Residential,315000.0,8002.0,315000.0,1,6,1.0,1,2018
Residential,425000.0,8002.0,425000.0,1,6,1.0,0,2018
Residential,525000.0,8002.0,525000.0,1,6,1.0,0,2018
Residential,600000.0,8002.0,600000.0,2,6,1.0,1,2018
Residential,308000.0,8002.0,308000.0,1,6,1.0,0,2018
Residential,565000.0,8002.0,565000.0,2,5,1.0,1,2018
Residential,512000.0,7100.0,512000.0,1,8,1.0,0,2018
Residential,475000.0,7100.0,475000.0,2,7,1.0,0,2018
Residential,672000.0,7100.0,672000.0,2,6,1.0,0,2018
Residential,567022.0,7100.0,567022.0,1,4,1.0,0,2018
Residential,600000.0,7100.0,600000.0,2,4,1.0,0,2018
Residential,155000.0,7100.0,155000.0,2,10,2.0,0,2018
Residential,260000.0,7100.0,260000.0,1,6,1.0,0,2018
Residential,602000.0,7100.0,602000.0,1,6,1.0,0,2018
Residential,589000.0,7100.0,589000.0,2,6,1.0,0,2018
Residential,105000.0,7100.0,105000.0,2,5,1.0,0,2018
Residential,380000.0,7100.0,380000.0,1,5,1.0,1,2018
Residential,825000.0,7100.0,825000.0,2,3,1.0,0,2018
Residential,1055000.0,202.0,1055000.0,3,8,1.0,2,2018
Residential,1250000.0,202.0,1250000.0,3,7,2.0,4,2018
Residential,2500000.0,100.0,2500000.0,5,13,2.0,3,2018
Residential,1750000.0,100.0,1750000.0,4,9,2.0,0,2018
Residential,2280000.0,100.0,2280000.0,3,10,1.0,3,2018
Residential,1100000.0,100.0,1100000.0,3,9,1.0,2,2018
Residential,1335000.0,100.0,1335000.0,3,10,2.0,2,2018
Residential,1525000.0,100.0,1525000.0,3,10,2.0,1,2018
Residential,880400.0,100.0,880400.0,2,11,1.0,2,2018
Residential,1450000.0,100.0,1450000.0,4,11,2.0,2,2018
Residential,10.0,100.0,10.0,2,8,2.0,0,2018
Residential,985000.0,100.0,985000.0,2,4,1.0,1,2018
Residential,1207660.0,100.0,1207660.0,3,7,2.0,2,2018
Residential,1525000.0,100.0,1525000.0,3,7,1.0,6,2018
Residential,1425000.0,100.0,1425000.0,4,10,1.0,2,2018
Residential,915000.0,100.0,915000.0,3,9,1.0,1,2018
Residential,1760000.0,100.0,1760000.0,3,9,1.0,2,2018
Residential,775000.0,100.0,775000.0,3,8,1.0,2,2018
Residential,2006000.0,100.0,2006000.0,4,8,1.0,4,2018
Residential,750000.0,100.0,750000.0,3,10,1.0,2,2018
Residential,2210000.0,100.0,2210000.0,3,5,1.0,0,2018
Residential,6750000.0,100.0,6750000.0,6,13,2.0,2,2018
Residential,1377500.0,202.0,1377500.0,2,6,1.0,1,2018
Residential,2600000.0,202.0,2600000.0,4,8,1.0,1,2018
Residential,1400000.0,202.0,1400000.0,2,8,1.0,0,2018
Residential,1750000.0,202.0,1750000.0,2,8,1.0,2,2018
Residential,4200000.0,202.0,4200000.0,2,7,1.0,4,2018
Residential,1815000.0,202.0,1815000.0,3,9,1.0,2,2018
Residential,1325000.0,202.0,1325000.0,3,10,1.0,2,2018
Residential,465000.0,202.0,465000.0,1,6,1.0,0,2018
Residential,1775000.0,202.0,1775000.0,3,9,1.0,1,2018
Residential,2400000.0,202.0,2400000.0,5,10,2.0,1,2018
Residential,2100000.0,202.0,2100000.0,3,11,2.0,3,2018
